sequence,family_accession,sequence_name,aligned_sequence,family_id
17,0xc631109d6dfcaa7,49633.011365241415,3.8492462831266243,1.1839381405787233
19,0x335ec82091b6c9b,46946.992223756126,4.697532540069767,1.0928024559329648
11,0x78d9748c8c382d9,46183.20333503248,1.7265655264110094,1.0766702019456074
11,0xca1e99297006280,40584.00294895377,1.2861700616251546,1.0608988568954403
17,0xca9c62f20f7e76f,40141.01683488092,1.496382268105536,1.1945003498330369
9,0xd01e9e0555ee3a,35028.67880204841,1.6712266934606976,1.048868101942753
19,0xc019827c85ef84,35436.8621664727,1.0731538931379232,1.0427441903357693
11,0x44da6e91d29a998,46917.59534087747,4.801329163723473,1.0639822159956869
16,0x4098034edd9059f,36120.39623138736,2.7441349738972227,1.0417271775732608
4,0x1c3dddffa5beb76,38299.96656206356,4.436359561416078,1.1362836344045666
4,0xb7505a73fc87c08,37303.61001211504,2.4379460763366687,1.1334360157185637
2,0x4445f7432980ffd,46005.68347536601,2.58828821993753,1.0401505939602582
4,0x7a34cd5e602156f,37389.533054651125,4.7076722385696375,1.0976028539206133
11,0x61eb3d09e7def0a,39092.74784186925,3.0922090603122236,1.0473118461683972
13,0xcf085059e16d34a,45455.62489727611,4.025678540310041,1.1285875837569566
6,0x1163209c55e020d,44296.80534346919,3.454857407004352,1.0132380380830432
12,0xd3dc6cd1826fcc0,45789.885936520666,1.0574767497423574,1.0080189428224788
11,0x5f4cdd1ab1b5e49,46913.43012499248,2.028969668456317,1.176120113370194
16,0x53f9b33f176f874,43130.43920624202,3.600727338816256,1.1971776588211673
17,0x9d20910dcc6088e,36372.68638086463,4.7040337694549255,1.0689662059346186
12,0x1b024bc0b0351e4,41037.80091135266,2.6115263570778846,1.0957216048548064
3,0x9dc463b7a36f169,46616.98540537988,1.5655011016771616,1.166473970721262
4,0x966b624683789f6,39622.18790626159,2.1334171027052675,1.195162249888963
15,0x879c067696b871a,36454.45174343713,2.2284821253149896,1.1526875636218903
1,0x2fa4e9ca1e5cd31,49671.34248557768,1.1762683118052317,1.0151372068213969
11,0x534f13fdeb678b1,39127.25896319885,4.029508078558803,1.0032991374378897
5,0x83d95c7413f6de7,39396.36980844176,3.8765247023186427,1.0066640252246408
17,0xf3fca012fa0629a,42817.35661440101,1.4544551802112067,1.1989198268866383
3,0x673a01da7bbd554,40299.29231768564,3.447913945301715,1.070138200912499
11,0x491441204f42d5d,46732.648808808524,2.3157586695199566,1.0256496631165153
16,0x8dc86956b9008fa,45564.06218540821,2.662785036302266,1.0026442279277206
9,0x5be8a067bd56869,42233.57879753356,3.0221834768673523,1.1493854225680766
12,0xd82612265ee6774,49894.807985759406,4.511911453739323,1.1086754682743432
4,0xf8fdd283bf93c04,41477.731250062,4.524574018241055,1.0543304548542536
18,0x84d7e02f4c9a4df,35824.14108472693,2.2908536568453113,1.1447675425250714
11,0x7c0b7cfbb0b5f59,39815.981241077796,2.0315633829819673,1.0942201190014726
3,0xa4bbd14fcccec11,40353.80958308139,2.621226517422136,1.060915096132154
9,0x160319408a63f20,47573.07069375468,2.113658970596291,1.0096791019558178
5,0xb0f592e0a501c7,49487.002821353395,1.64796165752111,1.0065688825709422
5,0xc45dc879446b7f7,38485.75946001599,1.5781138010583686,1.192439942245802
18,0x26da213b191917,46691.537992282356,4.888950706113613,1.0568631617261914
18,0x6056665901a5a60,41062.68454196608,2.245715174120868,1.0097577885538807
5,0x53cb41000438730,49696.09442385883,1.7308813864493424,1.004416264473036
16,0xbef4e77f89783c2,37480.17004957638,2.0613338536356656,1.1669806728226075
11,0xfc50a2830712560,45330.12976848149,1.1517471476775487,1.1921461301879608
13,0xa723f0f6273e38d,37776.75200623064,1.7972828401892218,1.0151826327946893
8,0xafa7d39b8decd8c,44421.63994300614,3.28849349453079,1.0756126190229525
8,0xf2c3d3443ebbb9d,43038.70358933088,2.2210032832401407,1.032418516280932
4,0xb63e7325b1aa77b,41912.14864351911,1.2552256768415826,1.1999283086637669
17,0xa3762cb79ac93b6,46730.25752128422,2.4950775155199434,1.0407491538031617
9,0xc1b118010a56b85,44806.84336123006,2.5813663640669424,1.0296592481796965
3,0xfcd684015039c19,41818.936410096685,4.380981735071128,1.0937536350731796
10,0x1439db235d330e7,49085.700210606214,1.746077883710965,1.074571141943201
17,0x2cbd641c7ae9267,39096.50320376342,3.4085016345404844,1.1534686779048111
19,0xe0ca49ccfafe3d4,46328.20929565105,2.776248696232734,1.1323949419548103
1,0x57eea85e1fb898,41845.81545458438,1.2509532996378492,1.1577820359904232
8,0x26633d5a8d7594b,38445.34668016907,3.232647057097759,1.097495693600588
16,0xd3637d8ab65a7ae,40978.210008459595,1.4725939879092782,1.1209622052838872
16,0xf736374858a8868,44088.52032573472,1.9693334750199671,1.0699050874779352
17,0x1146628b39e3f9e,36371.811794637586,3.8224803742353384,1.0553591729546636
14,0x6adc958512e5874,48110.83538267634,1.3464147411193905,1.011649658156394
14,0x28fa7ea4df0947a,48882.7020145372,3.4693035805116788,1.1781858510202048
3,0x854a82e3c248ea4,48061.065477293865,4.926106843673034,1.0233578003436707
4,0x2c319a319a6835c,40858.695323962704,1.92756911717197,1.1802122001764463
2,0x65d3db60f5884d0,41514.07895220654,1.773104514455853,1.1232360722763846
4,0x228d2845d2a7812,46489.32622378081,3.7668849892692506,1.101753400281715
8,0x2d4ca1d8eec968d,44502.13067814314,3.6730388014790187,1.0438721800613364
7,0x38c465ea40d1752,35881.38805954248,4.41368147755719,1.0726681930650408
4,0x2c3767107c7183b,40546.70106776552,4.170325490940501,1.0285492987499958
12,0xd5eb60a73993328,39894.21013990583,1.7990430353853242,1.1958870307147704
3,0xdf42d8590d42386,36076.91533648935,3.9420476128593855,1.1725057786541648
14,0xbb9a4ecbb6ee107,45763.703809708735,2.779637576161138,1.079068267571151
1,0x455c4fa506eb36a,39682.41466520232,3.189268020588407,1.1284872647959308
15,0xb10092cfa117b1e,40035.21763401043,2.091405176320286,1.1212193600324194
6,0x41d1ff977080124,45748.97120627983,3.980572580596008,1.1258686697857074
6,0x3d9a62164e4303b,37045.46109029055,2.481549880177236,1.1418975125835615
1,0xe12dfc40dae5d89,37010.09156338844,1.7490507704731644,1.0356936484741286
16,0x63e6089272c184a,43663.354257978935,1.9866419984108448,1.1151357472388983
2,0xe71f97c195b639d,35397.526484117254,1.9275124578875702,1.0546355299306376
15,0x1a9f47808309292,44544.9145838506,1.3381448800950562,1.0078687695517592
1,0x1c26af88fa06c7c,46261.58422724804,3.768239403407221,1.1118694561020592
2,0x21607871a47ac56,45016.466085111475,4.710154003343765,1.1941499624456648
13,0x28558d6afa8f902,46561.43475935243,1.346928147288927,1.1895900618135276
14,0xe5f44c2f314db43,37137.2683724302,4.6387027979443545,1.1836426262071205
10,0x6a4cf1a4033ff1c,36879.82735588785,2.996093414662298,1.0165997987426976
17,0x4055f56013fbe79,38655.48346088397,3.8192930380511405,1.0815838794534531
19,0xcf60999869f478d,48464.45206254584,2.2010277110493712,1.0028001185176456
18,0x6cd6b87af97b83e,44976.02520876136,1.5712822358481517,1.0494918436436604
5,0x94502e9b134c02f,46836.27631313357,2.7887244017367987,1.1830855882673097
5,0xd06d56d14cba306,44313.49119437454,2.3203983058218864,1.1666448467185
10,0x6665eaa38df976e,47029.09875428103,1.810396276641892,1.1816511819981455
2,0x327804dc6488264,37529.514499927485,3.9537411351067098,1.1191025747276842
13,0x5bd7b3245887e17,46785.683525466564,3.2252617100374934,1.125714925462564
14,0x488baca75fcb347,41207.81103436128,3.9712073721644168,1.056537313751609
14,0x218d1773160d8db,39220.50598432175,4.3173234533875195,1.050081550817293
6,0x10ea5bf2634f745,40460.531114391575,2.6020469461973774,1.0354564061363196
3,0x9dc70b558fd6749,46017.278394059314,2.1609879762112163,1.0151098735770459
14,0xb0c4671b40bbcb4,45559.31848228571,2.7258520394634025,1.0819996121549704
15,0x7895746d56d5724,39948.70729853307,1.4375747710041424,1.1626329181091792
5,0xdbc09909e767156,39949.48450616468,3.248911928264262,1.0941451363363035
5,0xb423b4f1bbdc52,42066.54264650942,4.1306426329534,1.049655264242784
10,0x409e7f7cb19c419,38337.1556012885,4.53110100445945,1.0003348679040127
2,0x9befa7e189114a2,45203.655318238365,1.4761004988385311,1.1743152217831698
1,0xdaf53df07874550,49269.34737495991,3.8444152378838576,1.0589886257290821
4,0x1a37a0b3b5dfc1f,40730.297718700356,4.062080097793763,1.1762521256994216
11,0x2ee950e8583328f,45288.71087078754,4.893307000646134,1.061823598245806
7,0x80382e31ff42cef,37944.60165581775,2.5231869006960883,1.1403650614652776
17,0x3cc7c6f6cc5051a,49783.23910307118,1.7072237861141657,1.0514987973166026
4,0xc6074ab7c2d3b82,48649.382340420605,4.189365147581979,1.1249414439661212
10,0x5224ac5c22c10a0,47366.72650569126,4.851983217282111,1.0712322849508142
17,0x75e32435bd3de6a,37880.13358513077,1.0506345695088255,1.1259688103066163
2,0x9b4202eaa0a54da,43728.103808332584,3.4741792893478323,1.0558442549980012
18,0xd724bd6354d2906,41392.18493079793,2.1555519362934965,1.1265692593209318
11,0xe75cce290fcb406,46126.51875809692,1.20516060561095,1.0340732962656933
14,0x52716c38b721162,41011.17024065074,2.081792128759399,1.0415342851546512
8,0xb39870227018bf6,39454.16289458739,2.279108496117688,1.1658744276539847
3,0xb2fbf8fc0913fd7,43671.8422971644,3.712507895224892,1.0745267890413541
19,0x53477ff5c279c0,42329.724703733234,3.5788789218983372,1.100495341669577
12,0x70719b7229da6ab,44795.72104718612,4.299276648701264,1.1649662017151012
12,0xbaac1dbcc592d31,45819.10673075197,4.643191649669562,1.0432745421318201
17,0x669aa71e477be7a,39290.586413419194,4.361077541279274,1.1707407869472675
14,0xbfb35f5745891d,35496.66266886408,1.4119363984861044,1.0670744873568059
2,0xa6a3f245955b6e0,43286.64785371147,3.996808044038132,1.056022424480103
7,0x1aa1fd6a65201c,47967.91647098507,3.1220099343866385,1.053247069474079
6,0x5f522ddd39853d9,41850.50561516459,4.492824806709384,1.0294106770872793
3,0x5635c3ac192ae00,40512.82153733092,1.3791244140505121,1.18236980741524
3,0x4c4af7379ab59a0,39483.016283979734,3.2148877181389754,1.0217683577439824
7,0x3b70d381686a222,46740.78771469584,4.13545759764858,1.0384789982366056
19,0xc51f7dbbfaa4f1,43664.19820109029,2.5467806005079137,1.1622500391530095
14,0x2c34a1e989e24e5,47812.593500892464,4.509998555129021,1.1859581813913362
16,0x19352662023e5d2,38164.26167392079,2.418542808284101,1.1089285586322213
15,0x5d89ccf192182fd,48465.74640714681,4.061384052652286,1.0694428922160262
2,0x64b6c082bfe4072,45696.5122636683,4.069858438340496,1.0517120190994034
8,0x9cb47df8a9df5fa,47525.550852378765,3.561068666942038,1.0706964160050527
8,0x640c529efa6868,44940.198609418825,4.648837509064379,1.0600394553508252
13,0x2946b9fd85ec3b5,43043.83704184382,2.3361858885833775,1.0566236735100287
5,0x2e77b0c5e21e979,45911.80408559762,3.339905206355128,1.0010975407894818
17,0x6680f2fadabefc2,38545.54214110648,2.133205049020128,1.174310775892846
10,0x9690fd201f5bad9,42892.025778320836,2.996804816981307,1.180891309902669
7,0xa1f2ba13fd2fdd3,46920.99625752766,1.2030581314863795,1.0122091107076834
18,0x21dc56205b7452f,48633.300448747206,4.802469929962122,1.040283452754886
5,0xd83a3f57e63be26,43291.3860100533,1.490667933342889,1.1038223965888512
5,0x45d6c02f97d4f56,46360.28090351549,2.532167968011647,1.1823984039952218
18,0x1ef4009f47aa83,44443.10297468158,2.5773689247314104,1.1020504978693755
13,0x70ece7edcc32865,44921.49743161006,3.0812322150344147,1.127266232088222
3,0xfd3c8fb39d459ec,47105.288889813964,3.7515989780706036,1.1128493658345355
19,0x46c56394f79a961,43709.81504590534,4.75596630453314,1.0018753869598935
18,0x366c61c2aaa9036,46809.65101419197,2.857444251847652,1.1620424098847475
3,0x769d46473c124fb,36589.41851671433,3.019367398527523,1.0250019205502698
15,0xf96f2ddc6b441,44422.224424725544,4.722449602819859,1.0375948904667813
18,0xc4e350498f5b8c9,43208.87738073101,2.1677048952465485,1.1001998309707501
7,0x6547db47206ca04,48588.70412859661,1.8786271447451335,1.0188281095686784
1,0x9a9c13231181885,46229.72807389049,3.8295800094129495,1.064078871958261
5,0x74c06a6a1243053,47785.06848287997,2.866292495424736,1.1236290658668864
11,0xd945eda10c265b9,38417.28734069787,3.2984118187455818,1.055525234459101
14,0x1d643fdccb00c9,41569.23435926794,3.3231594076223394,1.005791605011427
11,0x119d649fd80fda,39228.77972704931,4.093372032469066,1.0651233526392772
8,0xb3748d8bacbe2f5,35891.66725694077,4.921146889095798,1.008706159357276
11,0xf6022b5f6e65840,38764.06004600579,2.891014447773147,1.0106458293168998
5,0xc488ee93ddb5ff6,40153.26817031047,4.269738801383205,1.1723513834765222
7,0xc7c98ca3afaae2c,46090.40768229222,1.1153261519030533,1.1281191436794897
8,0xcae253460fbeb1,44919.08503006982,2.5864230636178216,1.1255925434579803
19,0x991d42ceffc58ed,47144.499108937416,1.5470449689319037,1.0521028386094715
7,0xc0d2e4b9eeda119,39831.73129066408,4.367660510847675,1.1410650916970808
19,0x3d4f99aeb1baa5d,42771.5544433823,3.923738208254884,1.0921528504742162
5,0x76d054ce98991d7,38572.791679858514,4.195267960104028,1.0940358202419553
2,0x8d426aa62e85d13,37986.14113582211,3.5134297117072144,1.1911537995709842
12,0x2626cc69b593ee0,39878.79866506705,2.775503786336078,1.164004109490821
14,0x85815baf24e1476,43739.96433575482,3.5005493127190657,1.134443985904731
8,0xf0d5c3330bbb647,35081.43696986195,1.2059825298901812,1.1419776498087326
9,0xe21e6df9c6387de,36803.00161540586,1.6644579695259574,1.0699662080354042
17,0x88db275037a7d51,40608.68090021202,4.607223737567548,1.1129554956353842
3,0x1ad3c3b51be690,43098.87475298588,3.6801283888240355,1.1195287229856596
1,0x47e0b2b30b37222,36270.16295852031,2.342120360126547,1.1904091860198815
14,0xa361f95c4042403,41538.84819173242,4.25050196751349,1.1518958615343382
15,0xb6ab95c5e0b2dc6,37575.45147627168,2.6418796603544608,1.007155983167163
7,0xa72aec823abf48f,43065.72297049712,2.8938934657917645,1.1246853752555281
19,0x132afde42c632c3,38569.209384524744,2.090754155361465,1.154866346190941
4,0x775fd7670feda75,37993.33034588195,2.5959529794749456,1.1055207903598854
11,0xa1bf9c22fc2a5ff,49469.161112769005,4.564333475252611,1.0000071526110799
10,0x4e5412e7b37a40a,35363.129701087724,1.5577193569919228,1.1383228176182716
15,0x2c3f786a557c17d,40390.16407746822,1.705835603839288,1.1306781401467318
3,0x503d3bc4922fd03,45673.58162614555,2.013780970578881,1.0681222943739042
12,0xf816191daaf9914,45217.42516635792,2.657886077609964,1.000729721645411
9,0x2615225eff65e,41077.55849270694,2.867938565785255,1.033745386407441
11,0x29962957f28559d,40000.790413402414,1.0894157205513508,1.0596322849269224
5,0x1e8fd0a60673d30,43766.46113892659,1.6187326810911928,1.1513901280889962
2,0xe9de1df62c881b2,39089.89392982259,3.1865444366341236,1.0882126344606389
13,0x6311a7622d7f96c,40886.96660461639,3.2301877103722667,1.0415555000293601
11,0x5da99a974c7bab1,42560.251928886566,3.300752255477737,1.165085394888489
19,0xf3568604e361fb3,39516.16139881124,3.645198637955597,1.146106785322759
3,0x77b0dc5f4fe2ac0,43946.670604321735,2.051921343694979,1.1996898251257813
1,0xb64c2711a8bb35c,41356.4760061926,3.6757364270761137,1.0972620686137806
2,0x88d51b3c2825853,42030.67247080451,3.2068029499289956,1.1993838379200155
18,0x2dc494d9c37f0b8,37557.156036762695,1.3105980152287864,1.1785936867010225
4,0xcdf61f3a3602b76,36043.85413859335,3.9336765110708862,1.1560789154931126
9,0x9c003014d3051b3,43036.66436394469,4.8554722476462375,1.189590037103175
15,0x9d8292fbf6e6d,45556.25355889233,2.0707192118801823,1.0598701790686254
16,0x3a3ae75f015b156,37074.21131479088,3.3479788210752104,1.0126200523920719
16,0x2f78a0f46ba8d9b,38470.01749324076,2.9518406837044444,1.102431782545585
19,0x58dfb2125560aca,38899.71374721425,3.34894857956943,1.0085129932704464
8,0x523874be84e5801,42019.54001013788,2.265711083924644,1.0834425765831077
13,0xa61c70769adb801,36228.30679075894,4.193225290160967,1.1033638326326898
6,0x945e6ab2b533f8e,42119.57512205707,2.64184615660363,1.0552338554168392
7,0x77754e183a48636,49498.298997665755,4.624066501206638,1.1555125759252292
3,0x9153b769bf3c1a5,49610.92716871226,2.2079643799931357,1.1307832495431236
6,0x8c987c82a86d16b,41018.095332668134,1.1548649655867949,1.0547309313761206
9,0x58c1c48d57c1c09,49457.95498967447,3.7191831876409402,1.1735276073437393
4,0x68a0b3b913e3525,49455.918024483544,4.005842757286141,1.1795969480343682
16,0x917d6808360194e,47344.029399136845,1.4264356732362673,1.107007385547366
9,0x74e25da6edfbe57,45132.18977744716,3.5706050220883006,1.1397149588271103
16,0x4c518034a5c0ba1,43771.38743692281,4.318481592252982,1.0595904257627626
18,0x12766e31993973c,40750.649067719685,3.753361599923905,1.1412884333570554
11,0x8dbfd8dd016c40c,42462.886868840964,2.98485423452777,1.023604375752011
6,0x1439a1990d1a73a,47665.539737131505,1.6366281224259853,1.1213804608312374
1,0x56d95408df6bbb9,39252.25283011424,3.100842250164779,1.1262113952108044
2,0x9d513c314687239,37351.68483715041,4.890114533439103,1.0493411739248297
16,0x94ac649c951af4c,40143.68288837197,4.5300005862512975,1.1899970109928026
2,0x37fa7024ad24a30,47805.35193174198,2.7519590954989637,1.1678449187033946
10,0xc2e034270e46db2,43563.64085495533,3.4562330199612403,1.0691792732685554
6,0x8d5b9c52fdb30e7,47390.28532282092,3.7514052310141173,1.1608039955891238
4,0x9bee7fe876eae9d,47562.055906359514,3.675978401322885,1.0559114125036095
8,0xde231089502e423,39866.69974845718,4.326805536541366,1.037766726285305
10,0xb71a243a0309b51,49966.18448895475,2.1837045624558855,1.1125030372191897
7,0xbaee4ff73aa9139,44421.54946276331,2.239754022825565,1.1847535071035666
17,0x2ac51363dc419b,46898.484969445606,4.594826956790307,1.1603338640295102
7,0xc87d624c9556b48,45429.28813626619,1.2930970021627357,1.170429291276873
18,0xeca42678948cb11,39694.576618304854,1.9082100226714904,1.1991373072886231
12,0x139b5527047fc81,40376.55114079536,3.290410493224175,1.1795603734965368
2,0xb491831c24a686d,43710.34278759906,4.5477803952978375,1.1379623173755875
17,0xbe1a815a2837b00,35006.77518400731,2.00558201304062,1.01581174904115
7,0x9b5e190b4debc50,41207.14171416017,2.0626356338703427,1.1423592297190395
13,0xd71e5ec0b745de6,35357.896705783256,1.0370469980598407,1.0035530868786435
1,0x49727ce3344696c,43121.811999507205,4.17681948181928,1.156210237606437
5,0xdbb0db034b0b3ec,49469.10213744234,3.5246912969369175,1.0560626109555609
13,0x1516c8bcc8ee4e3,42043.02156444233,4.6858727188869995,1.092262315440777
2,0xeace6fda03064da,39250.04791397815,1.6339256735842866,1.1531590877868474
4,0x856b4b06d42721a,46845.69627433496,1.3057627382263233,1.001341567398391
9,0xe588946c3118472,47174.77352253069,1.6762819402896336,1.080304331876938
10,0xf34117df8745718,49561.752324140965,1.6860796401364206,1.0350598800485693
18,0x371ff87d4938224,42705.45568215745,3.4662156522506025,1.0602020110369705
1,0x7220da333b75b72,48394.04161160714,3.0330985875500835,1.1715203300789372
12,0xe6ae7bad884f776,46523.19498202838,2.179396621399302,1.1678776417895422
18,0xbac44ee21136d5,35179.4660148442,3.8105834597448225,1.0511083784416146
9,0x8ac5f3b25be6497,43496.98483232019,1.5689587788880424,1.1836411869517587
4,0x2e28f402a2290ff,49018.544261551026,4.027509372387919,1.1666151734112993
12,0x7c43e742443378f,45860.22219666127,3.145059072865286,1.0892376482748949
2,0x3eef57aee4014ad,49397.10391532382,4.362996476446125,1.052243275620114
3,0x292fa70c42c042f,48755.19115187985,1.7314863794879294,1.1140555889378867
5,0x5861eec496329ca,43967.76765673161,1.1009179770514481,1.1861956665416284
3,0xc1a76ea12bf38a8,42575.95244839388,1.7756976797990007,1.0226077264024562
11,0xf95df1b8a422414,38696.62694988972,1.2293962664421327,1.1731785873472609
7,0xef184b274db0703,41773.15548430701,2.407939224947835,1.1136900151103315
18,0x568b133e7bc5844,41652.4391308079,3.1581845710724092,1.0334380734241504
4,0xe27884d0e38d816,48811.29818774826,3.584191957699856,1.1500989458875952
16,0x53b11cfee8c7f0a,48423.307931398565,3.5485263998622734,1.1361277238058378
11,0x2f99f5f96c19fdf,36917.92433767998,4.810487224987032,1.184618411469747
6,0x9dd8613285e3431,49193.49089459857,4.658743942647491,1.1258503282745451
10,0x4ec0b222d55c5cb,49720.43019123193,2.237232154032068,1.0379519725773536
8,0xc98cb797e501f54,45460.27361890232,1.1290318597278293,1.1775311267666764
15,0x2060cdfac1c8c6,40371.18668409546,4.768337620870372,1.0946324943209993
11,0x93397a2eda7a563,47610.93051626126,3.053207268204594,1.0865638268653597
4,0x9f5bba846aba188,39247.00940264569,4.911609196690158,1.0273656365021324
19,0x6c198def0a2f30b,35316.265479500704,4.422162870226058,1.0927012508183667
7,0x683308295433e84,49781.27734409162,4.0981421121693575,1.1061739843796143
5,0x4c2c74346dee09b,43799.13762904516,3.1325441182220843,1.0786149104229197
9,0x9bd235bca5d5dbe,47188.88345217133,3.6215943193957756,1.067834648378719
5,0x8c6e795f905d600,36601.9732914306,2.6947085469078473,1.1753023125140287
3,0xe284855bdc4548c,45375.79977262345,4.418947578513054,1.1136844774768682
17,0xfa8630e05692bb3,48275.898987262684,2.5677218421736936,1.1795370251497899
10,0x2e9d5e3eaa2df75,40187.72772489039,1.9753980852076678,1.0922128949305119
9,0xe3e3a71fa80bfc,37337.18844862057,2.8332124630042954,1.1031993679506948
1,0xb2114a0aac7f987,36254.372647749165,4.879903456760168,1.1232032717790024
19,0x3d53ec6689735b1,35201.623576023,1.5511711042203498,1.0492546946288968
4,0x35aa44429b37f2c,35199.358219859765,1.2667954050281955,1.0735641619850438
14,0x7fe2aa834b4ca57,48689.60262797384,3.811635813667875,1.1574183085897143
2,0x56aa755bb8a06b3,42316.711257936935,4.368092808920679,1.1147844664568516
12,0x8f42ec655c5f690,37329.02578701289,3.333553127958537,1.106083786436506
4,0x26363ff6b0fd61d,46891.858805792035,2.7108580384071113,1.113834076321444
4,0xae5fde8861588ab,42592.96224391343,3.8983537005283964,1.0249286556124144
1,0xd735fb3edfa70ec,37502.91805551253,3.9388847566669436,1.0936741595615938
16,0xf85a513fbdb4464,47324.32322234499,3.8107911512912636,1.0227856593387699
5,0x8b9219781fe66e2,46113.52241615013,3.9353059953363627,1.0075025339144865
17,0x10713f089e6c3f0,48338.535861374396,4.806102817119031,1.036172573693927
16,0x37f3f6d9965e8ed,39684.12363236992,4.135228364252505,1.188683541018017
5,0xaeccd8c92a39c82,39651.84680455564,3.6870402977610186,1.1755854793279283
2,0x99ff7a06ac8db7f,37176.15531899403,2.079653227231589,1.1404654659269895
10,0x878a04a27c31da7,38911.517194641194,1.6921774772659899,1.0348009614377611
3,0xf574411f4a5542e,49067.6864197548,3.7344542076221328,1.1639036327447037
14,0x5bb298332d6c194,38039.15218688064,3.90590542444657,1.07476061598944
13,0x9e35bfb99a54b5b,37699.05068577134,2.3556741462705495,1.0127506106349247
16,0xcbe3720a659537b,37748.5617368636,2.874860816706347,1.1158694981387134
3,0x3f9f1f67daf0ea6,40500.37726144618,1.5071143441747772,1.0507336848654867
7,0x5632cf5e59534a5,41092.33946405365,3.892595233544899,1.1191038398621935
4,0x611fbf88c23e191,43220.02515248953,1.5540537666735492,1.0050056292562806
19,0x66e92551f367e64,46153.588420097265,2.8454979078701768,1.0469607171633226
9,0x4621f963170e460,42333.448128832606,3.6978425012254625,1.0443467758197231
14,0x66e270fb7153c81,35776.90573770639,3.977770557194653,1.0947260059467327
15,0xc18cc903f5defbf,48523.195397167845,4.283813563706952,1.176060121593439
11,0xd45bb50a5c60751,45832.87765690159,2.545359921286904,1.01437987716743
15,0x8cd49b1883148d0,35298.010041607195,4.018419788152235,1.1652004264056868
8,0xf13334f43f26a2f,41252.30953407258,1.9472673829014107,1.0041723358028685
18,0xdea22197156b854,46518.31898927274,2.2359034951128813,1.124925989153004
10,0xda8a0350d41e9f3,36626.60599800556,2.916702941608389,1.136828428053382
15,0xadb33e9c9c0c8f3,38616.774183043875,1.6825102178144182,1.0893595441082176
9,0x4bad0e7ac0f59a3,42276.06789124093,4.162188858223811,1.073818316574145
19,0xdad1d68e7b7948f,36255.59876716585,2.8312410168393227,1.0196902569957251
8,0x7b698b1ed37f1e1,43875.98243814696,4.80176963443119,1.1791655592335901
16,0xe0b423ac6c97367,47649.41149741897,4.36789898829994,1.1698892853767946
13,0xdbfccd27726be6a,48805.907606610876,2.3179198845339544,1.0435501169928485
8,0xed8535ab79d2b57,38682.32843832138,4.994436235884088,1.1927216813660688
5,0x80394f20b0e1716,37321.76922873346,3.212123491519964,1.1583651050471784
16,0x5cc2ba8c59b817a,40293.92806971232,4.3887920079351295,1.0297785347558057
16,0x817f557000b3dd5,35620.107601443844,2.3268145061823446,1.1459159503424645
2,0xa280868f2a0843f,35695.77531261506,3.375635546239581,1.0970845057206722
11,0xbde3745728b91b6,36946.95996595956,3.4582883074759656,1.106462894429521
2,0xb281789325de3b8,36455.70172925915,4.17038260344528,1.0980955367557164
10,0x54265c4f6f711,35251.83219352096,4.200209742788912,1.1447674391516287
7,0xff4bf2d6fa74b9,38793.218697434415,2.3525001826524616,1.1557967419905413
7,0x43905be28a022c9,36689.48183228319,2.2240062904255873,1.1526571005738242
14,0xa406a6edfbe95d3,45447.54711953616,2.097808799758891,1.031852156700461
5,0x6d1ae12f7e30315,37859.66544273278,2.2639134828634133,1.1163700306511053
14,0xbb65afadba12916,40418.345055726895,4.859539037577083,1.1305600700766465
19,0x9e7abcbed853bff,43680.98601570212,3.726870962464561,1.0398462274906284
13,0x5a242760f356414,45172.29648874534,4.5395705572550415,1.1423058432854098
16,0x575ed61e06b3dec,49437.75257129056,4.559460801875161,1.043778770014684
12,0x441efefb3440e05,48798.12049428521,1.6217083495073954,1.1730564941574992
9,0xee247d5a40ad843,40968.05686580048,1.019018459893466,1.06756579524693
5,0x5c71212d6031584,43009.12860836133,2.8866905722552874,1.0180131286792369
6,0x58a1621a9efd3f3,35545.75264954979,1.9483859556145666,1.165259045996321
18,0xe7b36e91c28a5a3,39357.459890189304,3.8750890164433893,1.0403562941445508
2,0x8dddd30a5045dbd,37651.30690318511,4.033732359014902,1.1008049320588402
15,0xfca97e4484ec835,38754.15365382866,4.070445592312539,1.144484021188326
11,0xf7c64a60cdbd9b8,40351.59453537687,2.7168799208904306,1.072059596643072
10,0x10c966f50ae0ac6,43962.1522221327,1.8059069675785269,1.10804905588106
1,0xa7933789ed0d71c,47251.78550894685,1.6127940975354282,1.0581513611447624
8,0xb5f8059b30239af,38783.84718267556,4.736780199988081,1.0970382821012952
7,0x66305021aa27358,49434.77748931222,1.9412246757569949,1.0023197979049465
14,0xc9f4420947e6961,38186.96495238042,4.596516699906573,1.0492180985978259
4,0xfc5fbedd5a987a6,46358.20768556975,4.050133172847611,1.015967824827021
5,0x6468e51d6d7a37b,47690.399581038255,1.7518106453086513,1.1476097290556095
4,0x930f13fc207ff4c,37413.14218021412,2.2475249728203646,1.022980334924998
6,0xc2fc2fd7b1e7b2,40856.1605253761,1.613573017408525,1.0452711266839025
8,0x78dcf527df09e30,43241.47025706258,4.687618816406059,1.0235236097746556
15,0x728a1e4e0a21e70,41521.4400308941,4.903044392937915,1.0799485491842837
6,0xc5e3f8d9bce8542,38344.95173922613,2.316660620370662,1.1272428753045136
2,0xb1bfc4b120a46b6,49558.25200720486,1.4085334764078898,1.1422264396632937
