cout_tot,prime,year,lob,lib_per,typ_bati,N_Inondation,cod_hex,WDI_GDP_per_capita,WDI_Inflation_rate,Tarification
4743.656154112823,6524.096459865122,2022,BDM,inondation,NR,5,0x3c1ebbcf2446a49,41354.50678328323,4.97201709722712,1.1573519326807378
9344.148323793124,2824.261130084626,2022,BDM,inondation,NR,18,0xd647904f7a4414d,35351.79625026151,3.0039680050294773,1.0960734074673386
5624.946968657878,5524.207230248595,2019,BDM,inondation,NR,18,0x53e1547d4d5503f,37618.46078674322,2.9872712072445906,1.0515879453442278
5248.577304172655,2100.0877388858084,2019,BDM,inondation,NR,11,0x80e3563b9626ef0,42898.58215124308,2.7322535959191243,1.087670771524026
4257.802249577281,7548.390673894417,2022,BDM,inondation,NR,18,0x6ae0b7a991989e8,38502.70453045637,1.4750557283853951,1.1868451841893553
3242.090288586636,6150.852580965244,2018,BDM,inondation,NR,7,0x525987be8588f42,39456.718767298815,2.802202121303964,1.140384554093571
2250.8566805612145,7496.573915971947,2021,BDM,inondation,NR,14,0xf93aa39dfe4d758,47727.89540301295,4.728709729306425,1.0710593028593889
6812.545368230561,4354.498726965305,2018,BDM,inondation,NR,6,0x9c20389517f505,39697.73999621541,1.797004003185978,1.0600378600484317
1165.0072159746117,7891.35550025004,2018,BDM,inondation,NR,1,0xfdf70d1164f3b14,40313.40722290443,3.4085509824000115,1.181630700814046
1904.4190129983465,7642.325299503866,2018,BDM,inondation,NR,3,0x6c8793677cd6fc6,40615.19101297308,1.517545959296279,1.1667901537970848
2990.463754303071,5840.37579705772,2019,BDM,inondation,NR,10,0x6a064ed6a38c56e,47341.79220920938,3.807724469518058,1.0203108404627683
7349.139539830271,6252.615018472252,2022,BDM,inondation,NR,11,0x855fe2830cfe32e,44365.46485853557,2.7193908584930484,1.1580434382855551
7706.931433534167,7911.242431231728,2018,BDM,inondation,NR,10,0x49054ce7c43eb58,49291.33928819985,2.264155336085379,1.0703236015163315
3049.4981075178853,5406.388909587382,2020,BDM,inondation,NR,8,0xab7485b9c389a49,46054.17985902571,1.307421658465882,1.1356498756141982
2384.90901033111,6968.973543105864,2018,BDM,inondation,NR,13,0x628614ab7261eb7,37480.80482011082,1.910680601140042,1.050409530754748
9203.6044105445,3010.4583209605307,2018,BDM,inondation,NR,2,0xa7f9eeab478f8b2,41357.07878207471,4.672660137673779,1.1550241768251337
7255.313572954767,5350.707989873012,2021,BDM,inondation,NR,16,0xecb9d166ff46464,35869.614337996994,1.6178263092016425,1.0572982091147096
6946.811502559511,4305.028520005522,2018,BDM,inondation,NR,2,0x3fd8fc95d3710b9,49204.55651876965,4.865830757073294,1.045114223349882
9648.23668432977,7680.490376816703,2019,BDM,inondation,NR,12,0xc56905cafce3ef,36802.015119535645,4.514314843721204,1.185990171026483
7104.1158199182055,6261.976959912894,2021,BDM,inondation,NR,14,0x9f94b0848013388,35886.34134432946,3.0421784126128286,1.1907143835427951
3910.902836457288,6019.592266802647,2019,BDM,inondation,NR,2,0x7e00552a761a5b8,35443.06353000952,4.256555322005496,1.1125583859952146
2582.6104562825967,6998.966058372363,2022,BDM,inondation,NR,15,0xdbf304bb2352746,38985.35111707338,4.918784284399219,1.1292015108430935
6082.811667424901,3790.0106812841273,2021,BDM,inondation,NR,14,0x4cd8f532e8a0687,43707.94655314717,1.6995700060323409,1.1543760536616228
9812.364852147197,3758.982860783453,2018,BDM,inondation,NR,4,0x5b1baa2aea8ae1d,38536.28154364714,2.676677428111601,1.089689399379954
2581.2547277887747,7138.282781445168,2022,BDM,inondation,NR,11,0x5366a8881a8ea66,39540.91571507931,4.172543838602922,1.173303337693643
5481.065660874827,4145.265347354179,2022,BDM,inondation,NR,7,0x4ca1f8301d6cc8c,42448.346569617286,1.2091559040823778,1.0493470459666554
4630.431765973573,7030.813847987797,2022,BDM,inondation,NR,4,0x47c725c3a0656f9,42317.46714230799,2.975156837369254,1.0800918488056863
6867.1709091686425,2668.617958815796,2019,BDM,inondation,NR,1,0xbdd195de60a7915,47400.85358154299,1.911770514246248,1.1353951117668442
4625.146705377998,3059.4609427725545,2020,BDM,inondation,NR,14,0xd821db0660dff69,46045.719779452746,1.5086373517977751,1.0993342750245532
3751.37635184402,5991.3857383759005,2021,BDM,inondation,NR,5,0x50821e11b1d1680,40110.46731826847,2.78052400585064,1.0734039363104209
9823.43114288713,4230.554040362991,2020,BDM,inondation,NR,10,0x795e986d3f9bc12,45553.0079185204,2.640544435139337,1.181444149800861
1104.7171257499947,5301.872967782163,2018,BDM,inondation,NR,15,0x662b4ff2eefa403,42325.07790127485,4.559629448615825,1.075477068483262
1376.8983217050072,3166.9620654201467,2022,BDM,inondation,NR,3,0xd524a562270cf1f,36703.66975471194,4.899530252956982,1.1292905775813151
6635.379012371279,7430.413096316504,2021,BDM,inondation,NR,9,0xe265f215dfa7904,37916.089732860826,3.267807659847432,1.1985694092036752
5532.246857623706,2920.0428557191067,2019,BDM,inondation,NR,13,0xbeee86703ad8d8a,48678.17492404289,2.327732827653149,1.099896894212075
5617.131972706329,4018.5005675624634,2020,BDM,inondation,NR,16,0x1fe19a495cdf76d,38239.29500223285,3.480303162110282,1.040072359533576
6111.882226615363,5105.092647476042,2018,BDM,inondation,NR,13,0xda1e337ccefe4ff,46710.00947847982,1.1539276900509918,1.008669971235365
4941.475731923517,4865.603945253315,2019,BDM,inondation,NR,5,0x6ad99841d3a1336,41041.374322593,1.196563628013839,1.0851012913601512
8520.130731671725,6376.920965623859,2019,BDM,inondation,NR,3,0x9f856789feccd09,36530.08126813472,1.1387628036605766,1.1542524721986198
6151.819952428558,2268.9846785263726,2020,BDM,inondation,NR,10,0x6358c33eba8997b,41357.94277388398,3.813089818242686,1.0511259411497926
4380.119310415023,6512.303753951697,2020,BDM,inondation,NR,19,0x7711b9a1896c26b,39068.2595499961,4.752674765197334,1.0804718357042429
4751.004935382627,2829.838374993212,2022,BDM,inondation,NR,15,0x7ce1844a7be8eda,38586.90963368788,2.550697090614505,1.145767825001091
3322.268441629559,7417.6509286708415,2021,BDM,inondation,NR,5,0x596280b1f821ff8,36335.11030368867,4.688133418878547,1.00231446528113
2223.392747017895,3414.7184340102763,2022,BDM,inondation,NR,5,0x15ee6b828841489,39062.04150641285,3.019420520567416,1.1073963356333123
7353.4372278690835,6569.111917465503,2020,BDM,inondation,NR,15,0x81405de0ba9dc,42535.8380013814,4.679782731655951,1.0448034074348262
1736.4115867451706,7784.84240655654,2019,BDM,inondation,NR,2,0x275ae18fbfea879,46684.55230507105,2.997805381212588,1.0951428755747306
9019.301752499094,4231.687681745747,2018,BDM,inondation,NR,19,0xc64f9aedb783d7d,39289.84886782551,4.33345027366537,1.175861915192892
2583.7387854043177,5162.041533338055,2018,BDM,inondation,NR,16,0x94d31e2206d4fae,48278.82578689446,2.1041629266222137,1.0561725132587858
8426.470517685524,7790.9981386648815,2018,BDM,inondation,NR,17,0x6f39f91da9299d6,37090.62635404262,2.289438537262085,1.1663675081067983
6528.916479470613,5043.00622429623,2020,BDM,inondation,NR,15,0xd58af6a7ae11fc9,48127.10903452257,4.650581358718942,1.1905673112282749
7765.683994991379,5899.839760678103,2018,BDM,inondation,NR,12,0xba46625e27906cc,36454.24570067405,3.563398251201876,1.114475012463008
6097.997844810711,3972.631135636111,2022,BDM,inondation,NR,19,0x4cb4ed011016af2,38913.3945762028,1.2622569044285377,1.1958358023356377
2884.7207088800087,7853.300558786879,2019,BDM,inondation,NR,7,0xe84c03bce92cae9,47299.05867384354,4.266196836044631,1.171554108493237
9126.166709566398,3860.478540277644,2020,BDM,inondation,NR,13,0xf1da1aea37f9edf,36267.96360559527,3.2976098037250234,1.19945703552408
3614.950048479673,5347.045888834824,2021,BDM,inondation,NR,1,0xd2656b125fc5117,36131.78413212311,3.62274356732711,1.1609548226772717
6823.801443729962,6407.480561627508,2020,BDM,inondation,NR,3,0x47f70588651cc52,43787.02873548901,1.4781568853010327,1.0016927962214306
2126.141629552265,6555.629868110189,2021,BDM,inondation,NR,2,0x58069f19b3e8da1,48650.04303228756,2.052520083353154,1.0002233843857888
2011.65454695539,7267.084560321703,2022,BDM,inondation,NR,11,0xebcf24c40b1b421,43858.296041866764,1.583102578048135,1.1336352120276965
3553.396585994794,4150.967740930528,2020,BDM,inondation,NR,7,0x24300b09ac3689a,38618.55708631528,3.405477589061225,1.0242147386195424
3426.857915627481,5064.854293346645,2019,BDM,inondation,NR,4,0x41dcec1fb67131,43846.38616248526,1.989065194125964,1.120393209859349
2854.064453742062,6005.453409053794,2018,BDM,inondation,NR,13,0xcd2afb5f703fbee,35839.53037731767,1.6405878340989537,1.1334038607046737
3139.9798882844257,3535.0373410223783,2020,BDM,inondation,NR,4,0x37ad1fc83caa348,43588.3732490544,2.6830973506415288,1.1919586002531446
8441.914374758071,4392.74718167796,2020,BDM,inondation,NR,9,0xea45b1ba2b8f068,41030.27272883426,4.354106260487548,1.0672595497055368
9074.131180535822,7393.562282706547,2022,BDM,inondation,NR,13,0xcf1357de2bc18b5,47445.14159301162,2.512987977345316,1.0776926098988548
8795.918463162589,6592.93539607218,2021,BDM,inondation,NR,4,0x3a0469e12e1d760,42802.02204157177,3.245305759233945,1.0278708311084837
1192.6756919523375,2710.5584866200948,2019,BDM,inondation,NR,18,0xd6327e8c86b125f,41973.06916705806,1.3136974968202375,1.1919242539290609
7703.496350798632,6691.061728480361,2019,BDM,inondation,NR,12,0xde15d2d89aef314,46707.71762447899,1.2526487947189322,1.1974609711408772
8979.182538630736,5463.111262855269,2018,BDM,inondation,NR,11,0xa5e75959233209,45945.80202367473,1.5583140134324958,1.1435506375499864
2558.2379873814943,5529.929385395685,2022,BDM,inondation,NR,14,0xc3d342952c06477,48062.70085946043,3.677051947935532,1.1912718346598126
8014.534607724226,6898.856366926371,2020,BDM,inondation,NR,9,0xca90505134b9165,49454.970989164525,3.6937475896441305,1.066776942845163
1753.9079917749186,2520.3208041866483,2020,BDM,inondation,NR,13,0x1e46651872ea500,44781.80400384587,1.439980827819395,1.0517327400186502
9375.40124202794,7485.63092995626,2021,BDM,inondation,NR,6,0xe2466c0c485e289,40689.143241842125,4.236707935039839,1.099377102544917
4878.410263197991,2615.062772446088,2018,BDM,inondation,NR,16,0x9fc15b16db45431,36141.86918157637,2.703459359261789,1.0889968640025356
6202.248206411442,2556.1417799961887,2020,BDM,inondation,NR,2,0x6baaba43773e9ba,35871.957039519206,3.139806409121518,1.0156347317912469
4246.716538747467,3427.928774198068,2022,BDM,inondation,NR,7,0x2aaa7bb517733af,43818.57249184828,1.9125398844299928,1.0991136100374543
9959.07837931534,5103.595142351058,2020,BDM,inondation,NR,4,0x5e45054d4734eb0,37773.23302988355,3.962968709815315,1.0775881319706704
3442.603037920864,7789.870701105408,2021,BDM,inondation,NR,4,0x663862d6625d293,43578.18027318916,3.226675456553299,1.180820245419112
4257.43825145315,2582.800083888438,2022,BDM,inondation,NR,9,0xcfd44a2759ed5c0,37711.904148548456,3.535942409446109,1.1027388757151113
5488.128161690429,3498.790660378643,2021,BDM,inondation,NR,3,0x43d27b05c5eebb7,47026.68811245932,2.0499817838154253,1.059063844545162
1063.0204091419814,7935.234924389326,2019,BDM,inondation,NR,2,0x130bd77f22fc32a,39370.83977153389,2.5459179593820704,1.1637033557605925
5381.455005626793,6317.6988205784655,2019,BDM,inondation,NR,9,0x254eccc7c686421,38683.25846336762,3.1321356704234966,1.192640146921197
1188.2976014563758,2709.859069078422,2020,BDM,inondation,NR,17,0x33227321a56f41,35477.71863378279,4.523309317551743,1.0154375578090016
1305.0506369961058,7636.105961594063,2019,BDM,inondation,NR,2,0xb930cf56150bb5d,38954.58057982448,3.0909347396930675,1.0702172135973118
8527.944837754792,5082.7038470086745,2022,BDM,inondation,NR,6,0x2349c683090e480,49109.6223103527,4.621584274356911,1.017124820270789
8477.848083483088,7798.739857428302,2020,BDM,inondation,NR,13,0x557e14163d830ea,44646.66724230595,4.980788550555904,1.0594441982535712
7240.533232625049,4469.484367302236,2020,BDM,inondation,NR,4,0x7aee8827b9e69d9,39544.24914066883,4.984147609710314,1.0718641939086522
3007.879552526578,5165.451374950217,2020,BDM,inondation,NR,16,0x9bed9a93e79e0b4,43946.63064341416,4.15914691237537,1.0771087931307457
2812.354942609621,5722.420956538324,2020,BDM,inondation,NR,4,0xae073a44437b895,39084.99608789412,3.740811011251169,1.023267699810658
4766.561421437991,7260.300126184125,2021,BDM,inondation,NR,7,0x89461e92e0b7cf4,48685.96921909411,2.0505951134624607,1.1685986086226057
4944.022067929285,5144.205418238247,2021,BDM,inondation,NR,5,0xbbaab411a37ed3e,35973.0290507723,1.440122585062932,1.021821861817305
5756.7946670937445,2943.9602203905947,2019,BDM,inondation,NR,9,0x5c5da5f619a50ea,46128.45767071551,2.7092831113768576,1.11767159372349
2824.721814503646,2193.888843307889,2019,BDM,inondation,NR,17,0x7f7a655019bd7c2,40823.28056416243,3.1642722712666136,1.0378468871613085
4901.70464037356,3508.469254306388,2020,BDM,inondation,NR,12,0x5dba71e472602c0,43872.71563342628,4.814633353614726,1.02679634397103
8266.902447061473,4176.376797651419,2018,BDM,inondation,NR,13,0xed7779dbbf2681f,42150.22600307086,3.647477415427427,1.153356187650484
6126.2099537440845,6636.636528331695,2021,BDM,inondation,NR,1,0xda3f9f4d54f4912,40158.839134754446,4.528024713282878,1.0019248632547004
1616.867375382632,2828.859175627996,2021,BDM,inondation,NR,9,0x345f1a6a3682b81,44158.15739931805,2.3788603046987973,1.1228307872621015
7789.523434009089,7692.652046755889,2021,BDM,inondation,NR,18,0x40157df94d53e5c,38414.805205113895,3.636077703163101,1.1378312596433744
5418.051786375867,4383.48757489996,2019,BDM,inondation,NR,15,0x625a38856fa8c61,41554.44738659681,3.195332468353129,1.175049264719756
8450.308649891622,6334.637033271774,2022,BDM,inondation,NR,2,0x51c10af4de1dfcb,35286.34433088798,4.40625014000674,1.1604906801752075
3851.7673090811136,5965.689040770032,2022,BDM,inondation,NR,1,0x604e03e1c8c842,41206.32801696595,1.0322450253662,1.1221715095996028
2769.019777430396,7712.932715259214,2020,BDM,inondation,NR,6,0xbcf4517b990100,44580.57052225227,4.213318144175839,1.0069288417425584
4072.466027704588,2820.505492166176,2019,BDM,inondation,NR,1,0xb69c78625deb955,40069.60296841229,4.216316825800021,1.1923116951374415
1118.1757559588343,7391.154830939437,2020,BDM,inondation,NR,18,0xad6e8175550e75b,35195.72559793233,4.253713073681714,1.031320889435352
9239.41779001262,6090.054083532354,2020,BDM,inondation,NR,18,0x6b1efe1b8508831,39907.692525478975,4.3893916361765335,1.1147886840812158
8012.621534992759,7888.558757565015,2018,BDM,inondation,NR,10,0x27ed39b6b1f871e,43351.10548729202,1.056107741958189,1.1303315068918638
7975.313578226126,3071.824729221613,2019,BDM,inondation,NR,10,0xa6c623231a7849,47557.89310040575,1.05873758634592,1.1324970994695194
8175.431213716849,2945.874332276705,2022,BDM,inondation,NR,2,0x5d11b4d1fff067b,46297.44715847937,1.1931212190470937,1.1386878908224218
8036.551705836446,5126.5602485123445,2020,BDM,inondation,NR,10,0xa8f448ad2e301fa,42892.22462497515,4.248282819825453,1.1844739692139208
1277.024087689812,2785.118971494453,2019,BDM,inondation,NR,15,0xcdc4b1a31e2a3ed,46720.93488958901,3.573712395247296,1.0519147696630302
8010.911717752802,3974.345486524573,2019,BDM,inondation,NR,18,0x2507cdd69eb8642,47769.94617295398,2.31935648144301,1.1968595396361144
9626.307853139077,4352.047029598564,2018,BDM,inondation,NR,13,0x95418b3aa1dee8c,49286.60097782197,1.7077004008717558,1.0738609893848234
7463.545501108446,3292.630176821208,2022,BDM,inondation,NR,3,0xffd7eada1066a76,49954.88870336027,1.660156922776976,1.0464327024232134
3947.6744208696978,6683.408794914077,2022,BDM,inondation,NR,7,0xbe5436a9338dfe2,35333.68516435226,4.536356046424107,1.014710433984416
2749.106083374928,2578.8654028388,2018,BDM,inondation,NR,8,0x33913cadba704db,47301.53906557808,1.6669423783411967,1.090304420927451
8019.445139311523,4108.492663699543,2022,BDM,inondation,NR,12,0x7f10e891f17609f,47750.28881369071,2.217270859532517,1.1569658246424288
8993.085540547982,5045.876438383788,2020,BDM,inondation,NR,2,0xf36e30489dc95a,38805.10486553556,1.2987890353577165,1.1539784954652663
9305.34846556551,2881.315045790344,2018,BDM,inondation,NR,18,0x17dfa6b441dac28,38333.730400274464,2.952347752585949,1.1833808110608868
3557.87627642031,4003.015825013632,2019,BDM,inondation,NR,10,0x7f6529ab4882562,48458.76113943944,4.085488485045591,1.1022617589453658
2847.500490783721,5526.00245091484,2022,BDM,inondation,NR,11,0xc06c86e19eaecb6,40472.53029948496,3.145997912904753,1.1429962887393923
4709.160930503842,2641.1027587033723,2022,BDM,inondation,NR,18,0x5ef5532d7cb614c,36651.7567899634,2.32846710206775,1.093172769261672
4938.516347700041,5641.787645783033,2018,BDM,inondation,NR,14,0x698cace6d2ba8e6,46574.703624336325,1.4300679157214642,1.078287241151079
4961.727475217661,2596.794372860292,2021,BDM,inondation,NR,7,0xf8262a47481a928,38993.8106081021,3.740607905030196,1.137024191715687
7602.6909464615965,2917.537119479113,2018,BDM,inondation,NR,5,0xfa89c50461ba759,44451.57119940112,2.988351511268332,1.0306672441194338
3346.510147409644,6512.545221926674,2021,BDM,inondation,NR,15,0x5a1fe2c8a4bcffe,37470.67255136018,1.8542035237504684,1.094520798128413
3796.908832798825,7388.879837758886,2021,BDM,inondation,NR,8,0x60cbdf0cdf106a,49699.0432776805,4.020801365154159,1.1918885250765048
4964.162667879694,4304.376547582228,2022,BDM,inondation,NR,18,0xfa21c7a4925c274,38461.392463657074,2.8996260257125512,1.168703433459181
1409.5168295497756,5750.382246602358,2020,BDM,inondation,NR,14,0x554edc072a51af2,39832.39147427184,3.17822596008932,1.1695977910966218
3939.696962886708,5981.053378028224,2022,BDM,inondation,NR,18,0xa481702e48b2c2a,36081.73790518104,4.135017885318506,1.090588230930015
6787.2699515171125,4863.432718919441,2019,BDM,inondation,NR,10,0x972a4f4380457a6,48284.82353220999,2.316225717945576,1.1366020373947645
1672.2037099727145,7581.776694448417,2018,BDM,inondation,NR,14,0x9d0617b6570df3a,43150.399315047725,2.1855315611445074,1.1151064496132492
8006.39288334015,2452.740113065746,2019,BDM,inondation,NR,6,0x21582d4abefb10a,40967.06778224118,2.291135399859137,1.0620759290150434
9343.456234063373,5066.920709929085,2019,BDM,inondation,NR,16,0x2a286b75d2960a2,36317.17527981615,3.2808342821742755,1.07857351938143
6518.509851656687,2967.45907663792,2020,BDM,inondation,NR,18,0x163215a49459854,41931.32133270637,1.035958485974871,1.1913990504693144
5114.390883731476,5186.070672910057,2018,BDM,inondation,NR,11,0x1b05516b1e172cb,40469.156464356754,2.7709065434254474,1.1716712291363314
2753.098792203753,4264.359884891774,2020,BDM,inondation,NR,12,0x3e4b88c9c45fd90,39236.777168755536,3.559631600405197,1.169257398620325
2129.041286196145,4780.427196316095,2020,BDM,inondation,NR,8,0xa5232ca30b2de8a,48534.121188715886,1.1544425389524815,1.067971072431964
4385.451943811632,6370.323572614288,2021,BDM,inondation,NR,11,0xf0d4c23637e242b,39591.06597174042,1.678985152620322,1.130365774776463
4397.119327874893,6796.033173478742,2018,BDM,inondation,NR,15,0xd94ba1fca5d8e8c,38353.16961103885,3.995923418912811,1.1811089451816188
8992.894864337217,2211.7045150178874,2020,BDM,inondation,NR,18,0x1ea190bf478633b,38082.31811977856,4.981928284889374,1.1847544880749548
5339.208387817364,2305.8696945759707,2022,BDM,inondation,NR,2,0x30831b0dd1eeb0e,36604.984529875415,1.5381271314740783,1.005652703572434
7092.54789966921,4699.976383455987,2021,BDM,inondation,NR,3,0x18cd5fc7d6d3001,39620.787893904606,2.6639981986155727,1.087003861247779
9716.724341266165,6371.015763126448,2018,BDM,inondation,NR,2,0xc5366d623d4464e,47458.41732672998,1.2226959657975822,1.0367492405831569
6141.577253900169,5187.8264845030535,2019,BDM,inondation,NR,5,0x6d773955b06ad40,48280.60420033071,2.7390101859581537,1.135624698290274
3967.526540445519,2426.244364402585,2022,BDM,inondation,NR,14,0xd262af0d0cf11d7,49220.7640707028,4.567013459493975,1.142386720217755
5321.900508146568,7492.163396820265,2021,BDM,inondation,NR,5,0x7da631df3b8742d,35393.5939008102,3.318724540115513,1.1382600871056812
5604.88766305434,7769.157941154685,2019,BDM,inondation,NR,1,0xd986b237d2fd47b,45576.64578844653,4.530365310016648,1.0866132452433392
3973.960728069736,4368.94435966393,2018,BDM,inondation,NR,6,0xd44a3e8493839a5,47109.72500562223,1.822507865208593,1.1899684223649918
8339.882070359137,7971.516220305887,2022,BDM,inondation,NR,14,0x4747a6a72eca19d,42113.93684792631,3.84790655050069,1.095230232799347
7951.974136528202,7269.669067035008,2018,BDM,inondation,NR,7,0xc52b2228fdadcbd,41455.13330362632,4.825481085872589,1.0208263391133914
7943.523710114012,6607.672969148726,2022,BDM,inondation,NR,4,0x64193626dcadea4,37309.99991105536,4.652764999126252,1.022896026571864
2449.910351564218,2927.3622591949397,2021,BDM,inondation,NR,6,0x560435e553c317e,44034.624052389205,1.0247726711532863,1.0236045446950246
4603.744863757957,2681.267978636686,2019,BDM,inondation,NR,8,0xc8f9d452beef569,38884.63832424142,3.809071561437922,1.0834390718698523
1400.0273883271618,6148.168636171933,2022,BDM,inondation,NR,9,0xd99500a2518d934,45400.470659596,3.0686142798254905,1.04968201039157
9772.670476142916,3616.3122235391806,2020,BDM,inondation,NR,4,0x81caaf8077d47bc,46851.09323232781,2.1604854072980344,1.0569969858786308
4049.542393042765,2388.1511820515693,2018,BDM,inondation,NR,18,0x4b2478a3f1c5da5,47668.337223192575,2.079652592703228,1.0288285974339129
4617.563769281213,5105.3978099719625,2022,BDM,inondation,NR,11,0x7abce198b2dcd18,43653.73850557888,3.286020900727842,1.1604006491367005
5069.697650586602,2810.9335933750604,2019,BDM,inondation,NR,6,0x6b25765fc50fce,49048.415038891006,2.891399943899951,1.0826551952411516
6012.997041472815,2058.988036996425,2020,BDM,inondation,NR,11,0x4d2076a79a65d21,45157.6962825626,4.048290310438586,1.054586554222015
6900.327157362715,5706.087583499025,2020,BDM,inondation,NR,1,0x3d87e16cf897b97,41355.293577958975,2.516492855893701,1.179981878492402
8349.364890914014,5500.370995168402,2018,BDM,inondation,NR,15,0x76be82b2541a5bb,43613.23433056147,4.350122302444135,1.0576262639349483
7951.556613701689,6655.448572993259,2021,BDM,inondation,NR,4,0xf6521c5c9da9f4,48230.87785000997,2.893900958994317,1.091476965404495
4661.759276773242,2452.3950797248126,2018,BDM,inondation,NR,17,0xefd6345ab8c0508,45185.56251054085,2.831572746009293,1.1807035757440778
7686.671286900462,6368.179148088265,2022,BDM,inondation,NR,9,0x3011d0e0fc69296,35263.58873315014,2.914431912589324,1.0067173459170435
6729.225360794912,3571.199849577055,2022,BDM,inondation,NR,18,0x877798872e029ba,48877.78208635,3.5578179620812582,1.036783667621738
9350.01632865662,6690.06954809514,2018,BDM,inondation,NR,16,0x9148afaef74cc86,42879.39848004199,3.5492728794087065,1.057233676998771
3279.834707410568,3632.592023203344,2022,BDM,inondation,NR,7,0x4a3f4e51905e7ac,47555.0051845861,3.009003202686551,1.197963138351979
7223.591512646063,4920.564428013222,2022,BDM,inondation,NR,10,0xfc1067708d3e23c,41621.930543947004,4.133342058559444,1.1927809607000293
2669.758617424218,4967.180491668905,2022,BDM,inondation,NR,12,0x25e5d7e45388516,41989.930712524,4.427867377382965,1.0504905788105654
6293.738090607808,4525.045970525278,2018,BDM,inondation,NR,17,0x23937e92610b92a,39805.66899255803,2.071060886345341,1.1633922812831807
6457.898209513419,2619.830278211952,2022,BDM,inondation,NR,12,0x395a97ee377f77,41441.92056330744,1.4399786489658992,1.1076242104723428
1016.484654586794,4446.792338250756,2021,BDM,inondation,NR,14,0x6d774380de4b8ed,35891.710875243174,1.706538536227613,1.0663709913654789
2414.31035402466,6544.526114403974,2022,BDM,inondation,NR,13,0x352a709b2bc429e,42978.23770141899,4.731300259212623,1.1936379502943764
7917.769826246095,4236.467611781995,2018,BDM,inondation,NR,3,0x7e9e4dcff27d525,48433.21368571006,2.612858346031344,1.14498931076811
3849.934310580474,7476.778018291694,2018,BDM,inondation,NR,12,0xc8e9979a849eb96,40380.37776294011,4.121336549872327,1.085626696946528
5866.161219715743,2744.371423042636,2021,BDM,inondation,NR,10,0x1d963537432d6b8,49994.83651522422,2.194673959773369,1.0235936072211351
2677.7970324527296,6469.221421492011,2019,BDM,inondation,NR,15,0x4cf10bb19dc80e6,49815.9761510836,2.812288757799875,1.188612363718845
7801.111751789526,5439.623220225076,2022,BDM,inondation,NR,17,0x27eb2ec27d5b3b2,44052.353023013486,1.5508595744793414,1.1325655636129512
8795.403798398664,4492.365734476138,2020,BDM,inondation,NR,14,0xeea380422c59550,35869.33765661987,4.854663960709113,1.005187004176751
6361.0661442561,4044.456196756433,2022,BDM,inondation,NR,6,0x5f24dcb55f4be55,44439.7212232905,1.639620855300727,1.1880582788923053
4072.776740707283,6288.159287311596,2019,BDM,inondation,NR,11,0x8a8de1516e3041a,46675.18883540327,2.1171801558135908,1.03372186612211
8169.494394958542,2929.7790348988497,2021,BDM,inondation,NR,6,0xc880688a5aa08c4,36441.99359584556,1.3413699489434805,1.0279285357061076
7000.141433844513,2072.2518716269465,2020,BDM,inondation,NR,6,0x92f37b70239b196,36591.74571137389,1.8523995432927896,1.1551401843504074
9997.863296088288,2762.198686386157,2021,BDM,inondation,NR,15,0x6bf42f965bd708,40171.06909761382,3.536027505747223,1.0450866531010263
6708.889229072368,7569.892650466185,2021,BDM,inondation,NR,16,0xa6242ea8354d264,36948.32582103674,2.649297778649252,1.003700540337115
2943.2324213893507,6058.146675493576,2018,BDM,inondation,NR,7,0x9a8e8bd8f5b79ea,35578.13515553825,3.105931006468936,1.0644886093171415
9637.461943522434,6121.252733345287,2019,BDM,inondation,NR,2,0x8ce8cfc6ab4211c,44099.651128329366,3.532148733353021,1.0133678937039914
2079.847917357338,5687.144960307975,2022,BDM,inondation,NR,6,0x85518a83e8b4e3f,38157.179016331145,2.8520688441061317,1.163933702919164
4342.631365428404,2145.110417525772,2018,BDM,inondation,NR,15,0xfa81df1c1c8cb7,37846.379463464,4.858184206265433,1.031173857146462
7063.919632630934,7233.548778556688,2018,BDM,inondation,NR,10,0xcef5c68cffd7746,41318.83601272776,4.896530470899751,1.0927154924255007
9149.67444770325,7586.647290623617,2018,BDM,inondation,NR,16,0x66e2aaf6c9e19e4,38049.47903788015,2.6794045067491545,1.1766029014810315
3979.841601554397,5095.693154185602,2022,BDM,inondation,NR,6,0x701e29475a44439,43717.41420033801,2.703039693289554,1.103275963628383
7249.085304609522,3044.2125474199447,2021,BDM,inondation,NR,17,0x8b3eafeb2487ae1,40334.383245494726,2.7468405580298483,1.182056703513781
2902.646782488857,3770.513297951108,2019,BDM,inondation,NR,11,0xb49081c45006313,47771.513309231785,1.3941260328701477,1.1718758613687048
3510.908705907816,6484.798690667696,2020,BDM,inondation,NR,9,0xe366f9c0477d42c,37612.80667097575,2.3485747262363392,1.0013261529138322
3979.404935438507,2892.6119379003053,2018,BDM,inondation,NR,11,0xec5fc2d1b0e7b,46773.079500958745,3.91672679526955,1.1505208323016562
4143.702084358905,5687.791019349204,2019,BDM,inondation,NR,2,0x98a7e73d35267ca,41471.52789916961,4.854625907449277,1.070091746689748
3257.228173150288,3314.7311748725638,2019,BDM,inondation,NR,19,0x34f020b968f4f2e,39167.81145784971,2.333124743614839,1.0704661789453225
2462.8600679435003,4085.2462096130753,2020,BDM,inondation,NR,2,0x79a623adc41c0a3,40318.13264624287,2.2884201161945947,1.0417988984942093
